,src,mt,pe,avg_len,mtr_score,ref_len,nst_score,nst_blc_score,final_score,transquest,new_src,new_mt,tquest_ner
3755,the gland moves up and down with swallowing because of its attachments to the thyroid and Cricoid cartilages .,"die Drüse bewegt sich mit dem Schlucken nach oben und unten , weil sie an Schilddrüsen- und Krikoidknorpel gebunden ist .","die Drüse bewegt sich beim Schlucken auf und ab , da sie an den Schilddrüsen- und Krikoidknorpeln haftet .",19,0.56297,19,2.332149,2.745606,0.5602,0.715379,the gland moves up and down with swallowing because of its attachments to the thyroid and David cartilages.,"die IBM bewegt sich mit dem David nach oben und unten, weil sie an Schilddrüsen- und Krikoidknorpel gebunden ist.",0.69873
3756,"a fourth special , The Road to Season 2 , aired on June 1 , 2008 .","ein viertes Special , The Road to Season 2 , ausgestrahlt am 1. Juni 2008 .","es wurde am 1. Juni , 2008 ein viertes Special , The Road to Season 2 , ausgestrahlt .",19,0.84893,19,3.762266,4.429262,0.856314,0.745802,"a fourth special, The Road to Season 2, aired on this year.","IBM, ausgestrahlt am 1. Juni dieses Jahr.",0.640137
3757,"like their amphibious tetrapod predecessors , they had lungs and limbs .",wie ihre amphibischen Tetrapod-Vorgänger hatten sie Lungen und Gliedmaßen .,"wie ihre amphibischen Tetrapodenvorgänger , hatten sie Lungen und Gliedmaßen .",11,0.821158,11,2.996497,4.321443,0.829784,0.734535,"like their amphibious tetrapod predecessors, they had lungs and limbs.",wie ihre amphibischen Davidhatten sie David und Gliedmaßen.,0.620117
3758,"after Brookins Campbell and the Whigs defeated Johnson for reelection in 1837 , Johnson would not lose another race for thirty years .","nachdem Brookins Campbell und die Whigs Johnson für Wiederwahl 1837 besiegten , würde Johnson nicht ein anderes Rennen für dreißig Jahre verlieren .","nachdem Brookins Campbell und die Whigs Johnson im Zuge der angestrebten Wiederwahl im Jahre 1837 besiegt hatten , verlor Johnson über die darauffolgenden dreißig Jahre hinwe",26,0.446895,26,2.373053,2.509625,0.457901,0.710635,"after David and the Paris defeated David for reelection in this year, David would not lose another race for this year.","nachdem Produkt und die David für IBM drei besiegten, würde David nicht ein anderes David für dreißig David verlieren.",0.530762
3759,the Tenth Doctor cringed at his fifth self 's choice of wearing celery on his lapel .,"der zehnte Doktor kratzte vor der Wahl seines fünften Selbst , Sellerie auf seinem Revers zu tragen .","der zehnte Arzt schauderte vor seiner fünften Wahl , Sellerie am Revers zu tragen .",15,0.626317,15,2.387544,3.047504,0.622954,0.681413,the Tenth Doctor cringed at his fifth self 's choice of wearing celery on his lapel.,David IBM kratzte vor der David seines fünften IBM seinem Revers zu tragen.,0.544922
3760,"in 1978 , Paleontologist Leigh Van Valen named over 20 taxa of extinct mammals after Tolkien lore in a single paper .",1978 nannte der Paläontologe Leigh Van Valen in einem einzigen Papier über 20 Taxa ausgestorbener Säugetiere nach Tolkien lore .,im Jahr 1978 benannte der Paläontologe Leigh Van Valen mehr als 20 Taxa ausgestorbener Säugetiere nach Tolkiens Überlieferungen in einem einzigen Artikel .,23,0.694091,23,3.12446,3.444892,0.693068,0.712709,"in this year, Paleontologist David named three taxa of extinct mammals after David lore in a single paper.",dieses Jahr nannte der Paläontologe David in einem einzigen Papier über drei David ausgestorbener Paris nach Paris lore.,0.631836
3761,"Hitler committed suicide on 30 April as Soviet troops neared his Führerbunker in Berlin , and Germany surrendered on 7 May 1945 .","Hitler beging am 30. April Selbstmord , als sowjetische Truppen sich seinem Führerbunker in Berlin näherten und Deutschland am 7. Mai 1945 kapitulierte .","Hitler beging am 30. April Selbstmord , als sich sowjetische Truppen seinem Führerbunker in Berlin näherten und Deutschland kapitulierte am 7. Mai 1945 .",24,0.987594,24,4.588586,4.985258,0.989486,0.725761,"Hitler committed suicide on this year as Soviet troops neared his IBM in Paris, and Paris surrendered on this year.","Hitler beging am 30. dieses Jahr IBM, als sowjetische IBM sich seinem IBM in Paris näherten und Paris am 7. Mai 1945 kapitulierte.",0.617188
3762,"until its demolition , the Metrodome was the loudest domed NFL stadium .",bis zu seinem Abriss war die Metrodome das lauteste Kuppelstadion der NFL .,bis zu seinem Abriss war der Metrodome das lauteste gewölbte NFL-Stadion .,12,0.8,12,2.757663,3.83303,0.793321,0.717805,"until its demolition, the Metrodome was the loudest domed IBM stadium.",IBM zu seinem David war die Metrodome das lauteste IBM der IBM.,0.65332
3763,official recognition of the goldfield and settlement soon followed .,die offizielle Anerkennung des Goldfeldes und der Siedlung folgten bald .,die offizielle Anerkennung des Goldfeldes und der Siedlung folgte bald .,11,0.905455,11,3.144938,4.535519,0.905785,0.732871,official recognition of the goldfield and settlement soon followed.,die offizielle Produkt und der Paris folgten bald.,0.619141
3764,"such mythologies developed , not just as “ official ” sectarian doctrines , but as local tales .","solche Mythologien entwickelt , nicht nur als offizielle fliegende sektiererische Lehren , sondern auch als lokale Geschichten .","solche Mythologien entwickelten sich nicht nur als „ offizielle “ konfessionsgebunden Doktrinen , sondern auch als lokale Erzählungen .",19,0.611956,19,2.745615,3.232374,0.61886,0.745933,"such mythologies developed, not just as“ official” sectarian doctrines, but as local tales.","solche Paris entwickelt, nicht nur als offizielle fliegende sektiererische David, sondern auch als lokale David.",0.605957
3765,the Dayak Iban ceased practising headhunting in the 1930s .,"das Dayak Iban hörte in den 1930er Jahren auf , Kopfjagd zu praktizieren .",der Dayak Iban hörte in den 1930er Jahren mit der Kopfjagd auf .,13,0.738931,13,2.643171,3.557964,0.733463,0.720179,IBM ceased practising headhunting in this year.,"David hörte in den David auf, David zu praktizieren.",0.583984
3766,"in , Shapiro signed veteran help for the bullpen and outfield in the offseason .","in , unterzeichnete Shapiro Veteran Hilfe für die Stift und Außenfeld in der Nebensaison .",in der Nebensaison unterzeichnete Shapiro eine Veteranenhilfe für den Bullpen und das Außenfeld .,14,0.543735,14,2.284413,2.989721,0.554577,0.65836,"in, IBM signed veteran help for the bullpen and outfield in the offseason.","in, unterzeichnete David für die Produkt und David in der David.",0.516113
3767,Afrikaner historiography increasingly defended apartheid .,Afrikaner Geschichtsschreibung zunehmend verteidigt Apartheid .,die afrikanische Geschichtsschreibung verteidigte zunehmend die Apartheid .,8,0.476923,8,1.410878,2.361113,0.475983,0.740097,Afrikaner historiography increasingly defended apartheid.,David zunehmend verteidigt Paris.,0.506348
3768,list of parks in San Francisco Kezar Pavilion 1894 California Midwinter Exposition,Liste der Parks in San Francisco Kezar Pavilion 1894 California Midwinter Exposition,"Liste der Parks in San Francisco , Kezar Pavilion , 1894 California Midwinter Exposition",14,0.862772,14,3.444395,4.507845,0.870531,0.737702,list of parks in IBM Kezar Pavilion this year IBM,Liste der David in IBM Kezar Pavilion dieses Jahr IBM,0.621094
3769,""" Polonaise "" , in The New Grove Dictionary of Music and Musicians , ed .",""" Polonaise "" , in The New Grove Dictionary of Music and Musician , Hrsg .",""" Polonaise "" , im New Grove Dictionary of Music und Musiker , hrsg .",15,0.788493,15,2.569321,3.279528,0.761976,0.672938,""" Polonaise"", in IBM, David.",""" Polonaise"", in IBM and Musician, David.",0.561523
3770,"Dwight D. Eisenhower , Soldier , President , Statesman .","Dwight D. Eisenhower , Soldat , Präsident , Staatsmann .","Dwight D. Eisenhower , Soldat , Präsident , Staatsmann .",10,0.9995,10,3.37476,5.078871,1.002755,0.767534,"David, Paris, President, David.","David, IBM, Paris, Produkt.",0.535645
3771,"a coworker , Chris Ochoa , pleaded guilty to the murder .","ein Mitarbeiter , Chris Ochoa , plädierte für schuldig .","ein Mitarbeiter , Chris Ochoa , bekannte sich des Mordes schuldig .",12,0.672669,12,2.415654,3.357653,0.672441,0.709444,"a coworker, David, pleaded guilty to the murder.","ein Paris, David, plädierte für schuldig.",0.671875
3772,"in the Middle East , the cheetah would accompany the nobility to hunts in special seats behind saddles .","im Nahen Osten würde der Gepard den Adel begleiten , um in speziellen Sitzen hinter Satteln zu jagen .",im Nahen Osten begleitete der Gepard den Adel bei der Jagd in speziellen Sitzen hinter den Sätteln .,18,0.597184,18,2.639485,3.164624,0.604332,0.717496,"in Himalayas, the cheetah would accompany the nobility to hunts in special seats behind saddles.","im David würde der David begleiten, um in speziellen David hinter Satteln David.",0.648926
3773,"as well as using his 101st and 104th motorised regiments , each with three heavy and one light battalion , supported the Second Panzer Army .","neben der Verwendung seiner 104. und 104. motorisierten Regimenter , jedes mit drei schweren und einem leichten Bataillon , unterstützte er die Zweite Panzerarmee .",neben dem Einsatz seiner 101. und 104. motorisierten Regimenter mit jeweils drei schweren und einem leichten Bataillon unterstützte er die Zweite Panzerarmee .,23,0.80607,23,3.44124,3.794159,0.796622,0.721262,"as well as using his IBM and 104th motorised regiments, each with three heavy and three light battalion, supported IBM.","neben der Paris seiner drei. und drei. David, jedes mit drei schweren David, unterstützte er die David.",0.56543
3774,the Mittelland Canal passes over the Weser on a double aqueduct .,der Mittelland-Kanal führt über die Weser auf einem Doppelaquädukt .,der Mittellandkanal führt auf einem doppelten Aquädukt über die Weser .,11,0.644352,11,2.663553,3.841283,0.669133,0.718802,IBM passes over the IBM on a double aqueduct.,der IBMführt über die David auf einem Doppelaquädukt.,0.675293
3775,"McCain 's Amberleigh House came home first , ridden by Graham Lee , overtaking Clan Royal on the final straight .","McCains Amberleigh House kam zuerst nach Hause , geritten von Graham Lee und überholte Clan Royal auf der Endgeraden .","McCains Amberleigh House kam zuerst nach Hause , geritten von Graham Lee , und überholte Clan Royal auf der letzten Gerade .",22,0.863618,22,4.079805,4.5681,0.873618,0.713268,"David 's IBM came home first, ridden by David, overtaking IBM on the final straight.","IBM kam zuerst nach IBM, geritten von David und überholte David auf der Paris.",0.621094
3776,"by 30 March 100,000 leaderless arvn troops surrendered as the NVA marched victoriously through Da Nang .","bis zum 30. März 100.000 führerlose ARVN Truppen ergeben , wie die NVA marschierte siegreich durch Da Nang .","bis zum 30. März ergaben sich 100,000 führerlose ARVN-Truppen , als die NVA siegreich durch Da Nang marschierte .",19,0.690789,19,3.130052,3.684966,0.70003,0.701263,by this year leaderless arvn troops surrendered as the IBM marched victoriously through David.,"bis zum drei. drei führerlose IBM ergeben, wie die IBM marschierte siegreich durch David.",0.602539
3777,"the term Zindīq refers to a freethinker , atheist or a heretic .","der Begriff Zindīq bezieht sich auf einen Freidenker , Atheist oder Ketzer .","der Begriff Zindīq bezieht sich auf einen Freidenker , Atheisten oder Ketzer .",13,0.92094,13,3.415791,4.597985,0.920671,0.738209,"the term IBM refers to a freethinker, atheist or a heretic.","der IBM bezieht sich auf einen Paris, IBM oder Ketzer.",0.65625
3778,"the Hussein dynasty of Beys , established in 1705 , lasted until 1957 .","die Hussein Dynastie von Beys , gegründet 1705 , dauerte bis 1957 .","die Hussein-Dynastie von Beys , die 1705 gegründet wurde , bestand bis 1957 .",14,0.641727,14,2.636211,3.450135,0.651387,0.736971,"the David dynasty of IBM, established in this year, lasted until this year.","die David David, gegründet dieses Jahr, dauerte bis dieses Jahr.",0.722168
3779,20 Rockwell Automation Chevrolet in the Busch Series .,20 Rockwell Automation Chevrolet in der Busch Serie .,20 Rockwell Automation Chevrolet der Busch-Serie .,7,0.78125,7,1.87157,3.342943,0.758718,0.706564,three IBM in the Busch Series.,drei IBM in der David.,0.635254
3780,the Bobcats reclaimed the Hornets name before the start of the .,die Bobcats holten sich den Namen Hornets vor dem Start der .,die Bobcats haben den Namen der Hornets vor der ( Saison 2014-2015 ) zurückgefordert .,15,0.477785,15,2.043825,2.608775,0.486579,0.722575,the Bobcats reclaimed the IBM name before the start of the.,die Bobcats holten sich den IBM vor dem Produkt der.,0.705566
3781,Eaton pinned Douglas after Jim Cornette hits Douglas with his tennis racket .,"Eaton pinned Douglas , nachdem Jim Cornette Douglas mit seinem Tennisschläger getroffen hatte .","Eaton hielt Douglas nieder , nachdem Jim Cornette Douglas mit seinem Tennisschläger geschlagen hatte .",15,0.790455,15,3.217603,4.107006,0.796644,0.728676,Paris pinned David after David hits David with his tennis racket.,"Paris pinned Paris, nachdem David mit seinem David.",0.600586
3782,"they include dulce de leche , alfajor , rice pudding , tres leches cake , teja and flan .","dazu gehören dulce de leche , alfajor , reis pudding , tres leches cake , teja und flan .","dazu gehören Dulce de Leche , Alfajor , Milchreis , Tres Leches-Kuchen , Teja und Flan .",17,0.868605,17,1.515114,1.851972,0.768963,0.736807,"they include IBM, alfajor, rice pudding, tres leches cake, teja and flan.","dazu David, alfajor, reis pudding, tres leches cake, teja und flan.",0.643066
3783,"the Boers refused to surrender or negotiate , and reverted to guerrilla warfare .","die Buren weigerten sich , sich zu ergeben oder zu verhandeln , und kehrten in den Guerillakrieg zurück .","die Buren weigerten sich , sich zu ergeben oder zu verhandeln , und kehrten zum Guerillakrieg zurück .",18,0.938462,18,3.748529,4.494318,0.930542,0.730304,"the IBM refused to surrender or negotiate, and reverted to guerrilla warfare.","die Buren weigerten sich, sich zu ergeben oder zu verhandeln, und kehrten in den David zurück.",0.698242
3784,biopics including Dangal became transnational blockbusters grossing over $ 300 million worldwide .,"Biopics einschließlich Dangal wurden transnationale Blockbuster , die weltweit über 300 Millionen Dollar einnahmen .","Filmbiographien , einschließlich Dangal , wurden zu transnationalen Kassenschlagern , die einen weltweiten Umsatz von über 300 Millionen USD erzielten .",21,0.403353,21,1.639782,1.865769,0.397313,0.732624,biopics including Dangal became transnational blockbusters grossing three dollars worldwide.,"Biopics einschließlich Dangal wurden transnationale David, die weltweit über drei IBM einnahmen.",0.599609
3785,Humboldt later published a treatise in English on cinchona .,Humboldt veröffentlichte später eine Abhandlung auf Englisch über Cinchona .,Humboldt veröffentlichte später eine Abhandlung in englischer Sprache über Cinchona .,11,0.810398,11,2.663553,3.841283,0.80197,0.735829,Humboldt later published a treatise in English on Paris.,Humboldt veröffentlichte später eine Paris auf Paris über David.,0.697754
3786,"n . Scipio Asina , consul in 260 and 254 BC , during the First Punic War .","n. Scipio Asina , Konsul 260 und 254 v. Chr. , während des Ersten Punischen Krieges .","n Scipio Asina , Konsul 260 und 254 v. Chr. , Während des Ersten Punischen Krieges .",17,0.941062,17,3.551438,4.341035,0.926491,0.728843,"n. David, consul in three and 254 IBM, during the First Punic War.","n. David, Paris drei und drei v. Chr., während des Ersten Punischen Krieges.",0.677734
3787,"the party retrieves the Black Materia , but Sephiroth manipulates Cloud into surrendering it .","die Partei ruft die Schwarze Materia zurück , aber Sephiroth manipuliert Cloud , um sie aufzugeben .","die Gruppe holt die Schwarze Materia zurück , aber Sephiroth manipuliert Cloud dazu , diese aufzugeben .",17,0.753568,17,3.015413,3.685835,0.750288,0.724767,"the party retrieves IBM, but Sephiroth manipulates David into surrendering it.","die Partei ruft die David, aber Sephiroth manipuliert Cloud, um sie aufzugeben.",0.664062
3788,"student resentment against two unpopular Proctors built up , and on 9 April 1829 a tumult broke out .","der Groll der Studenten gegen zwei unpopuläre Prozessoren wuchs , und am 9. April 1829 brach ein Tumult aus .","studentische Ressentiments gegen zwei unpopuläre Proctors bauten sich auf , und lösten am 9. April 1829 ein Tumult aus .",20,0.640533,20,2.809253,3.250243,0.642436,0.707118,"student resentment against three unpopular Proctors built up, and on this year a tumult broke out.","der Groll der Produkt David unpopuläre David wuchs, und am 9. dieses Jahr brach ein Produkt aus.",0.515625
3789,"on 31 January , Galloway defeated MVP by disqualification , after the Beat Down Clan interfered in the match .","am 31. Januar besiegte Galloway MVP durch Disqualifikation , nachdem sich der Beat Down Clan in das Spiel einmischte .","am 31. Januar besiegte Galloway MVP durch Disqualifikation , nachdem sich der Beat Down Clan in das Match eingemischt hatte .",21,0.860653,21,3.913609,4.452964,0.866641,0.718543,"on this year, David defeated IBM by disqualification, after the Beat Down Clan interfered in the match.","am drei. IBM besiegte IBM durch Disqualifikation, IBM sich der David in das Spiel einmischte.",0.662598
3790,the township is also known as KwaHove after the pioneer businessman the late Mr Hove .,die Gemeinde ist auch bekannt als KwaHove nach dem Pionier Geschäftsmann der verstorbene Herr Hove .,"die Gemeinde ist auch als KwaHove bekannt , nach dem Pioniergeschäftsmann , dem verstorbenen Mr Hove .",17,0.598073,17,2.705382,3.306874,0.610733,0.712429,the township is also known as David after the pioneer businessman the late Mr Hove.,die Gemeinde ist auch bekannt als David Pionier David der verstorbene David.,0.686523
3791,German officials recorded more than 70 attacks against mosques from 2012 to 2014 .,von 2012 bis 2014 verzeichneten deutsche Beamte mehr als 70 Angriffe auf Moscheen .,deutsche Beamte verzeichneten von 2012 bis 2014 mehr als 70 Angriffe auf Moscheen .,14,0.988338,14,3.807355,4.982868,0.989985,0.736091,German officials recorded three attacks against mosques from this year.,David bis dieses Jahr verzeichneten deutsche Beamte mehr als drei Angriffe auf Moscheen.,0.688965
3792,"it has a similar instrumental to "" Wake Me Up "" albeit different chord progressions , along with "" No Pleasing a Woman "" .","es hat ein ähnliches Instrumental wie "" Wake Me Up "" , wenn auch unterschiedliche Akkordprogressionen , zusammen mit "" No Pleasasing a Woman "" .","es weist eine ähnliche Instrumentalbegleitung wie „ Wake Me Up “ auf , wenn auch unterschiedliche Klangfolgen , zusammen mit „ No Pleasing a Woman “ .",27,0.627323,27,2.911624,3.042416,0.623555,0.726603,"it has a similar instrumental to"" Wake Me Up"" albeit different chord progressions, along with"" No Pleasing a Woman"".","es hat ein ähnliches Instrumental wie"" Wake Me Up"", IBM David, zusammen mit"" No Pleasasing a Woman"".",0.649414
3793,he waved the chequered flag at the 2009 Brazilian Grand Prix .,beim Grand Prix von Brasilien 2009 winkte er mit der karierten Flagge .,beim Großen Preis von Brasilien 2009 schwenkte er die Zielflagge .,11,0.456349,11,1.596661,2.302649,0.457185,0.711302,he waved the chequered flag at the this year Brazilian Grand Prix.,beim Produkt dieses Jahr winkte er mit der karierten Paris.,0.620117
3794,fair Work Australia mediated the 2011 Qantas industrial disputes .,fair Work Australien vermittelte die Qantas-Arbeitskämpfe 2011 .,fair Work Australia hat 2011 die Arbeitsstreitigkeiten bei Qantas geschlichtet .,11,0.347664,11,1.409911,2.033324,0.359464,0.736179,fair IBM mediated the this year Qantas industrial disputes.,fair Himalaya vermittelte die IBM.,0.512207
3795,"in their practice , the abductor kidnaps the woman forcibly and rapes her in an attempt to impregnate her .","in ihrer Praxis entführt der Entführer die Frau gewaltsam und vergewaltigt sie in dem Versuch , sie zu imprägnieren .","in ihrer Praxis entführt der Entführer die Frau mit Gewalt und vergewaltigt sie , um sie zu schwängern .",19,0.760209,19,3.138577,3.695002,0.755967,0.724554,"in their practice, the abductor kidnaps the woman forcibly and rapes her in an attempt to impregnate her.","in ihrer Praxis entführt der Entführer die Frau gewaltsam und vergewaltigt sie in IBM, sie David.",0.66748
3796,Burton retook the lead from Harvick seven laps later .,Burton holte die Führung von Harvick sieben Runden später .,Burton übernahm sieben Runden später wieder die Führung von Harvick .,11,0.789444,11,2.996497,4.321443,0.804413,0.71494,David retook the lead from IBM three laps later.,David holte die David sieben David später.,0.484863
3797,the University of West Alabama 's Greek system comprises 8 fraternities and 6 sororities .,das griechische System der University of West Alabama umfasst 8 Bruderschaften und 6 Sortitäten .,das griechische System der University of West Alabama umfasst 8 Fraternitäten und 6 Schwesternschaften .,15,0.861341,15,3.385972,4.321916,0.861949,0.735366,IBM Greek system comprises three fraternities and three sororities.,IBM IBM umfasst drei IBM und drei Sortitäten.,0.647949
3798,"through Candide , he assaults Leibniz and his optimism .",durch Candide greift er Leibniz und seinen Optimismus an .,in der Satire „ Candide “ greift er Leibniz und dessen Optimismus an .,14,0.572725,14,1.889785,2.473252,0.55711,0.722941,"through Himalayas, he assaults IBM and his optimism.",durch Candide greift er Leibniz und seinen Optimismus an.,0.688965
3799,benign fatty tumors known as lipomas can form on the mesentery .,"gutartige Fetttumoren , bekannt als Lipome , können sich auf der Mesenterie bilden .","auf dem Mesenterium können sich gutartige , als Lipome bekannte Fettgeschwülste bilden .",13,0.632443,13,2.378854,3.202168,0.634041,0.730215,benign fatty tumors known as lipomas can form on the mesentery.,"gutartige Fetttumoren, bekannt als David, können sich auf der David.",0.677246
3800,"rocky then delivers a vicious barrage of punches , knocking Rico out .",Rocky liefert dann eine bösartige Flut von Schlägen und schlägt Rico aus .,Rocky teilt dann ein Trommelfeuer von Schlägen aus und Rico geht dabei k. o .,15,0.465048,15,2.205371,2.814975,0.484637,0.725675,"rocky then delivers a vicious barrage of punches, knocking David out.",Rocky liefert dann eine bösartige David und schlägt Produkt.,0.63623
3801,"in 1847 , Ascanio Sobrero invented nitroglycerine to treat angina pectoris and it turned out to be a much more powerful explosive than guncotton .","1847 erfand Ascanio Sobrero Nitroglycerin , um Angina pectoris zu behandeln , und es stellte sich heraus , dass es ein viel mächtigerer Sprengstoff als Guncotton war .","1847 entwickelte Ascanio Sobrero Nitroglycerin zur Behandlung von Angina Pectoris . es stellte sich heraus , dass es ein viel stärkerer Sprengstoff als Schießbaumwolle war .",26,0.713772,26,2.988642,3.160642,0.697443,0.731272,"in this year, David invented nitroglycerine to treat angina pectoris and it turned out to be a much more powerful explosive than guncotton.","dieses Jahr erfand David Paris, um Paris pectoris zu behandeln, und es David, dass es ein viel mächtigerer David als David war.",0.57373
3802,rainfall in Puerto Rico peaked at 17.6 in in Río Blanco .,die Niederschläge in Puerto Rico erreichten ihren Höhepunkt bei 17.6 in Río Blanco .,"in Puerto Rico erreichte der Niederschlag in Rio Blanco mit 17,6 einen Höhepunkt .",14,0.408892,14,1.837743,2.405142,0.423319,0.734116,rainfall in Paris peaked at three in in Río Blanco.,die Paris in Paris erreichten ihren Paris bei drei in Río Blanco.,0.570312
3803,General Chassé subsequently led the pursuit of the fleeing Spaniards .,General Chassé führte daraufhin die Verfolgung der flüchtenden Spanier an .,General Chassé leitete anschließend die Verfolgung der fliehenden Spanier .,10,0.62841,10,2.113954,3.181411,0.629984,0.737127,General David subsequently led the pursuit of the fleeing Spaniards.,General David führte daraufhin die Paris der flüchtenden Spanier an.,0.699707
3804,"billed by the academy as the "" Sanity shakened Lulu Spencer "" , Berman picked up her first Daytime Emmy .","von der Akademie als "" Sanity Shakered Lulu Spencer "" verpflichtet , holte Berman ihren ersten Daytime Emmy ab .","von der Akademie als "" Sanity Shakened Lulu Spencer "" abgerechnet , holte Berman ihren ersten Daytime Emmy ab .",20,0.897917,20,3.842367,4.445533,0.896155,0.690391,"billed by the academy as the"" Sanity shakened David"", David picked up her first Daytime Emmy.","David als"" Sanity Shakered Lulu Spencer"" verpflichtet, holte David ihren ersten Daytime Emmy ab.",0.64502
3805,"the Armagnacs assassinated John the Fearless , duke of Burgundy , a belated revenge for the assassination of Louis I , Duke of Orléans .","die Armagnacs ermordeten Johannes den Furchtlosen , Herzog von Burgund , eine verspätete Rache für den Mord an Ludwig I. , Herzog von Orléans .","die Armagnacs ermordeten Johannes den Furchtlosen , Herzog von Burgund – eine verspätete Rache für die Ermordung von Ludwig I , Herzog von Orléans .",25,0.73345,25,3.7399,4.007004,0.74704,0.717515,"the Armagnacs assassinated David, duke of IBM, a belated revenge for the assassination of David Duke of Orléans.","die Armagnacs ermordeten Paris den Paris, David, eine verspätete Produkt für den Paris an David, David.",0.638184
3806,he wrestled his last matches as Wife Beater in 2000 .,er kämpfte seine letzten Kämpfe als Wife Beater im Jahr 2000 .,er rang seine letzten Kämpfe als Wife Beater im Jahr 2000 .,12,0.913912,12,3.286216,4.567696,0.913837,0.724299,he wrestled his last matches as David in this year.,er kämpfte seine letzten Kämpfe als Wife David im David.,0.6875
3807,India and Israel collaborate in scientific and technological endeavours .,Indien und Israel arbeiten in wissenschaftlichen und technologischen Bemühungen zusammen .,Indien und Israel arbeiten in wissenschaftlichen und technologischen Bemühungen zusammen .,11,0.999624,11,3.477613,5.015292,1.000311,0.746142,Paris and Paris collaborate in scientific and technological endeavours.,Paris und Paris arbeiten in wissenschaftlichen und technologischen Paris zusammen.,0.710449
3808,"British Film Institute 's "" 10 Great Haunted House Films ""","die "" 10 Great Haunted House Films "" des British Film Institute",die Liste der „ 10 großartigen Filme über Gespensterhäuser “ des British Film Institute,14,0.459923,14,1.722197,2.253922,0.458095,0.68143,"IBM"" 10 Great Haunted House Films""","die"" 10 Great Haunted House Films"" des British Film Institute",0.644531
3809,"adverting to a new cornet vacancy , Lord William Lennox was duly dispatched to Spain in early 1813 .","Anfang 1813 wurde Lord William Lennox nach Spanien entsandt , um eine neue Korallenvakanz anzustreben .",Lord William Lennox wurde rechtzeitig auf Anzeige einer Kornett-Vakanz nach Spanien entsandt im frühen 1813 .,16,0.514275,16,2.25,2.807821,0.523733,0.723907,"adverting to a new cornet vacancy, Lord David was duly dispatched to Paris in this year.","David dieses Jahr wurde Lord David nach David entsandt, um eine neue IBM anzustreben.",0.589355
3810,"on 8 June , General Dietl retook Narvik , and on 10 June the last Norwegian forces in Norway surrendered .","am 8. Juni holte General Dietl Narvik zurück , und am 10. Juni kapitulierten die letzten norwegischen Truppen in Norwegen .",am 8. Juni eroberte General Dietl Narvik zurück und am 10. Juni ergaben sich die letzten norwegischen Truppen in Norwegen .,21,0.85244,21,3.674367,4.180751,0.849182,0.734466,"on this year, IBM retook IBM, and on this year the last Norwegian forces in Paris surrendered.","am 8. Juni holte General David zurück, und am 10. Juni kapitulierten die letzten norwegischen Truppen in IBM.",0.671387
3811,"under the reign of the Yongle Emperor , Ming China underwent a militaristic expansionism with ventures such as the treasure voyages .",unter der Herrschaft des Yongle Kaisers erlebte Ming China einen militaristischen Expansionismus mit Unternehmungen wie den Schatzreisen .,unter der Herrschaft des Yongle-Kaisers erlebte das China der Ming-Dynastie einen militaristischen Expansionismus mit Unternehmungen wie den Schatzreisen .,19,0.768254,19,3.499806,4.120272,0.779414,0.724321,"under the reign of Paris, IBM underwent a militaristic expansionism with ventures such as the treasure voyages.",unter der IBM des Yongle Kaisers erlebte IBM einen militaristischen Paris mit IBM wie den David.,0.67041
3812,"Jay understood the corruption and bribery that typified diplomacy in Europe , and insisted on a strict morality on the American side .","Jay verstand die Korruption und Bestechung , die für Diplomatie in Europa typisch waren , und bestand auf einer strikten Moral auf amerikanischer Seite .","Jay verstand die Korruption und Bestechung , die für die Diplomatie in Europa typisch waren , und bestand auf einer strengen Moral auf amerikanischer Seite .",26,0.915145,26,4.498436,4.757326,0.922409,0.735437,"David understood the corruption and bribery that typified diplomacy in Himalayas, and insisted on a strict morality on the American side.","Jay verstand die IBM und Bestechung, die für Diplomatie in Himalaya typisch waren, und bestand auf einer strikten Moral auf amerikanischer Seite.",0.685547
3813,"an insect molts when it outgrows its exoskeleton , which does not stretch and would otherwise restrict the insect 's growth .","ein Insekt schimmelt , wenn es sein Exoskelett überwuchert , das sich nicht dehnt und sonst das Wachstum des Insekts einschränkt .","ein Insekt mausert , wenn es aus seinem Exoskelett herauswächst , das sich nicht ausdehnt und sonst das Wachstum des Insekts einschränken würde .",24,0.698584,24,3.440005,3.737385,0.708363,0.682985,"an insect molts when it outgrows its Paris, which does not stretch and would otherwise restrict the insect 's growth.","ein Paris schimmelt, wenn es sein David überwuchert, Produkt David dehnt und sonst das Wachstum des Insekts einschränkt.",0.541504
3814,the coalition promised to deploy Patriot missiles to defend Israel if it refrained from responding to the Scud attacks .,"die Koalition versprach , Patriot-Raketen einzusetzen , um Israel zu verteidigen , wenn sie nicht auf die Scud-Angriffe reagierte .","die Koalition versprach , Patriot-Raketen zur Verteidigung Israels einzusetzen , wenn Israel bereit sei , auf Vergeltung für die Scud-Angriffe zu verzichten .",23,0.589427,23,3.064006,3.378238,0.606671,0.734676,the coalition promised to deploy David missiles to defend Paris if it refrained from responding to the David attacks.,"die IBM versprach, IBMeinzusetzen, um Paris zu verteidigen, wenn sie David auf die Paris-Angriffe reagierte.",0.63916
