,Unnamed: 0.1,Unnamed: 0,src,mt,pe,avg_len,mtr_score,ref_len,nst_score,nst_blc_score,final_score,transquest,new_src,new_mt,tquest_ner
3462,3462,3462,"other Papal Legate Fiends Messengers , a captain , lawyer , a gaoler , soldiers , heralds , scouts , on both the English and French sides","andere päpstliche Legat Fiends Messengers , ein Kapitän , Anwalt , ein Gaoler , Soldaten , Boten , Pfadfinder , auf der englischen und französischen Seite","andere : Päpstliche Gesandte , Unholde , Boten , ein Kommandant , ein Advokat , ein Kerkermeister , Soldaten , Herolde , Kundschafter , sowohl auf englischer als auch auf fra",31,0.347692,31,1.618206,1.63076,0.343384,0.708109,"other Papal Legate Fiends Messengers, a captain, lawyer, a gaoler, soldiers, heralds, scouts, on both the English and French sides","andere päpstliche Legat IBM, ein Kapitän, Anwalt, ein Gaoler, Soldaten, Boten, IBM, auf der englischen und französischen Seite",0.682839
3463,3463,3463,"in addition to the return of Bop It Boptagon , Bounce ' n Boogie Boggle , Connect 4 Basketball , Cranium , Guesstures Freefall , Sorry !","neben der Rückkehr von Bop It Boptagon , Bounce ' n Boogie Boggle , Verbinden Sie 4 Basketball , Cranium , Gesten Freefall , Sorry !","zusätzlich zur Rückkehr von Bop It Boptagon , Bounce ' n Boogie Boggle , Connect 4 Basketball , Cranium , Guesstures Freefall , Sorry !",25,0.835434,25,3.582914,3.838806,0.821899,0.685475,"in addition to the return of Bop It Boptagon, Bounce' n Boogie Boggle, Connect 4 Basketball, IBM, IBM Freefall, Sorry!","neben der Rückkehr von Bop It Boptagon, Bounce' n Boogie Boggle, Verbinden Sie 4 Basketball, Cranium, Gesten Freefall, Sorry!",0.672537
3464,3464,3464,Ogden Phipps won the toss and took the 1969 weanling filly out of Somethingroyal .,Ogden Phipps gewann den Wurf und holte 1969 das entwöhnende Stutfohlen aus Somethingroyal .,Ogden Phipps gewann den Wurf und nahm Somethingroyal das Weanling-Stutfohlen von 1969 ab .,14,0.669643,14,2.719539,3.559191,0.678082,0.691605,David won the toss and took the this year weanling filly out of Somethingroyal.,Ogden Phipps gewann den Wurf und holte 1969 das entwöhnende Stutfohlen aus Somethingroyal.,0.661567
3465,3465,3465,the fighters were intercepted by Spitfires from 74 and 85 squadrons while six Hurricanes from 17 Squadron attacked .,"die Kämpfer wurden von Spitfire aus 74 und 85 Staffeln abgefangen , während sechs Hurrikane aus 17 Staffeln angriffen .","die Kämpfer wurden von Spitfires aus 74 und 85 Geschwadern abgefangen , während sechs Hurricanes aus 17 Geschwadern angriffen .",20,0.844464,20,3.462806,4.006389,0.835827,0.711256,the fighters were intercepted by product from three and three squadrons while three product from IBM attacked.,"die Kämpfer wurden von IBM aus 74 und 85 Staffeln abgefangen, während sechs Hurrikane aus 17 Staffeln angriffen.",0.658347
3466,3466,3466,"to placate his conductor Wieland arranged to reinstate the dove , which descended on a string .","um seinen Dirigenten Wieland zu besänftigen , arrangierte Wieland die Wiedereinsetzung der Taube , die auf eine Saite herabstieg .","um seinen Schaffner zu besänftigen , ließ Wieland die Taube , die an einer Schnur herabstieg , wieder einsetzen .",20,0.473437,20,2.41808,2.797665,0.490656,0.709957,"to placate his conductor David arranged to reinstate the dove, which descended on a string.","um seinen Dirigenten Wieland zu besänftigen, arrangierte Wieland die Wiedereinsetzung der Taube, die auf eine Saite herabstieg.",0.701649
3467,3467,3467,"in the 2009 World Baseball Classic , Jeter again started at shortstop .",im World Baseball Classic 2009 startete Jeter wieder bei Shortstop .,in der World Baseball Classic 2009 startete Jeter erneut bei Shortstop .,12,0.752153,12,2.841002,3.948868,0.759677,0.716719,"in the this year World Baseball Classic, David again started at shortstop.",im World Baseball Classic 2009 startete Jeter wieder bei IBM.,0.640258
3468,3468,3468,smaller individuals hovered around the carcass eating chunks that drifted away .,"kleinere Menschen schwebten um den Schlachtkörper fressende Brocken , die weg drifteten .","kleinere Menschen schwebten um den Kadaver herum und aßen Stücke , die davon trieben .",15,0.526288,15,2.205371,2.814975,0.533629,0.704484,smaller individuals hovered around the carcass eating chunks that drifted away.,"kleinere Menschen schwebten um den Schlachtkörper fressende Brocken, die weg drifteten.",0.7
3469,3469,3469,three hurricanes further intensified into major hurricanes .,drei Hurrikane verstärkten sich weiter zu großen Hurrikanen .,drei Wirbelstürme verstärkten sich weiter zu schweren Wirbelstürmen .,9,0.625,9,2.113283,3.341127,0.633645,0.720457,three hurricanes further intensified into major hurricanes.,drei Hurrikane verstärkten sich weiter zu großen Hurrikanen.,0.720879
3470,3470,3470,"improper positioning of the girth too far forward , which can result in rubbing behind the elbows and lead to girth sores .","unsachgemäße Positionierung des Gurtes zu weit vorne , was zu Reibung hinter den Ellbogen führen und zu Gürtelschmerzen führen kann .","falsche Positionierung des Gurtes zu weit vorne , was dazu führen kann , dass sich der Gurt hinter den Ellbogen reibt und es zu Wunden im Gurt kommt .",29,0.498116,29,2.357945,2.413661,0.495039,0.715925,"improper positioning of the girth too far forward, which can result in rubbing behind the elbows and lead to girth sores.","unsachgemäße Positionierung des Gurtes zu weit vorne, was zu Reibung hinter den Himalaya führen und zu Gürtelschmerzen führen kann.",0.710778
3471,3471,3471,this opened the James River at Hampton Roads to Federal gunboats .,dies öffnete den James River in Hampton Roads zu Federal Kanonenbooten .,dies öffnete den James River in Hampton Roads für US-amerikanische Kanonenboote .,12,0.745885,12,2.688722,3.737205,0.746196,0.722643,this opened Himalayas at Himalayas to IBM gunboats.,dies öffnete den Himalaya in Himalaya zu IBM.,0.694591
3472,3472,3472,"he leads Wrecker and others on a rampage through the Raft , swearing to take revenge on the New Avengers .","er führt Wrecker und andere auf einer Rampage durch das Raft und schwört , sich an den Neuen Rächen zu rächen .","er führt Wrecker und andere auf einem Amoklauf durch das Raft und schwört , sich an den New Avengers zu rächen .",22,0.816288,22,3.652955,4.090162,0.816637,0.711959,"he leads David and others on a rampage through the Raft, swearing to take revenge on IBM.","er führt Wrecker und andere auf einer Rampage durch das Raft und schwört, sich an den Himalaya zu rächen.",0.67011
3473,3473,3473,"the Dangers of Domestic Spying by Federal Law Enforcement , American Civil Liberties Union , 2002 .","die Gefahren der häuslichen Spionage durch Bundesgesetzgebung , American Civil Liberties Union , 2002 .","the Dangers of Domestic Spying by Federal Law Enforcement , American Civil Liberties Union , 2002 .",17,0.475725,17,2.04956,2.505242,0.48079,0.720809,"the Dangers of Domestic Spying by Federal Law Enforcement, IBM, this year.","die Gefahren der häuslichen Spionage durch Bundesgesetzgebung, IBM, 2002.",0.722727
3474,3474,3474,"the teacher says Holocaust , the pupils say it ’ s all bullshit ... It ’ s always the Jews ’ fault .","der Lehrer sagt Holocaust , die Schüler sagen , dass es alle bullshit ... It GEFs immer die Juden schuldig .","der Lehrer sagt Holocaust , die Schüler sagen , es sei alles Blödsinn ... Es ist immer die Schuld der Juden .",22,0.684932,22,3.069082,3.436408,0.685402,0.71099,"the teacher says Holocaust, the pupils say it’ s all bullshit... It’ s always the Jews’ fault.","der Lehrer sagt Holocaust, die Schüler sagen, dass es alle bullshit... It GEFs immer die Juden schuldig.",0.698878
3475,3475,3475,"according to gender historian Oana Băluță , he "" oscillated between misogyny and sexism "" .","laut Geschlechterhistorikerin Oana Băluță oszillierte er "" zwischen Misogyny und Sexismus "" .","laut der Geschlechterhistorikerin Oana Băluță pendelte er "" zwischen Frauenfeindlichkeit und Sexismus "" .",14,0.772341,14,3.160395,4.13616,0.783319,0.739464,"according to gender historian David, he"" oscillated between misogyny and sexism"".","laut Geschlechterhistorikerin Oana Băluță oszillierte er"" zwischen Misogyny und Himalaya"".",0.702697
3476,3476,3476,"the car spun and skidded for about 300 yards , then hit and ran up the outside guardrail .","das Auto drehte sich und rutschte für etwa 300 Meter , dann traf und lief die Außenseite Leitplanke .","das Auto drehte sich und rutschte etwa 300 Meter lang , dann schlug es zu und rannte die äußere Leitplanke hinauf .",22,0.656119,22,3.170206,3.549635,0.666881,0.691293,"the car spun and skidded for about 300 yards, then hit and ran up the outside guardrail.","das Auto drehte sich und rutschte für etwa 300 Meter, dann traf und lief die Außenseite Leitplanke.",0.68906
3477,3477,3477,"Miller induced an edge from Washbrook in his first over , but it bounced before reaching a fielder .","Miller induzierte einen Rand von Washbrook in seinem ersten über , aber es prallte vor Erreichen eines Feldweges .","Miller hatte in seinem ersten Spiel einen Vorsprung vor Washbrook , der jedoch vor Erreichen eines Feldspielers abprallte .",19,0.50435,19,2.46225,2.898772,0.519431,0.695069,"David induced an edge from David in his first over, but it bounced before reaching a fielder.","Miller induzierte einen Rand von Himalaya in seinem ersten über, aber es prallte vor Erreichen eines Feldweges.",0.632401
3478,3478,3478,"between 1978 and 1993 , only seven of 77 typhoons attained peak intensity more than 24 hours after recurving .",zwischen 1978 und 1993 erreichten nur sieben von 77 Taifonen mehr als 24 Stunden nach ihrer Wiederbelebung die Spitzenintensität .,zwischen 1978 und 1993 erreichten nur sieben von 77 Taifunen mehr als 24 Stunden nach der Rekurvierung die höchste Intensität .,21,0.759569,21,3.478763,3.95819,0.765983,0.726662,"this year, only three of three typhoons attained peak intensity night after recurving.",zwischen 1978 und 1993 erreichten nur sieben von 77 Taifonen mehr als 24 Stunden nach ihrer Wiederbelebung die Spitzenintensität.,0.709904
3479,3479,3479,"however , his spirometer could measure only volume , not airflow .","sein Spirometer konnte jedoch nur Volumen messen , nicht Luftstrom .","sein Spirometer konnte jedoch nur das Luftvolumen messen , nicht den Luftstrom .",13,0.770703,13,2.990619,4.025662,0.777589,0.744831,"however, his spirometer could measure only volume, not airflow.","sein Spirometer konnte jedoch nur Volumen messen, nicht Luftstrom.",0.738842
3480,3480,3480,she immediately nominated Merron and Ryan for eviction .,Sie nominierte sofort MERRON und Ryan für die Räumung .,Sie nominierte sofort MERRON und Ryan zur Räumung .,9,0.872253,9,2.53594,4.009353,0.858177,0.729111,she immediately nominated David and David for eviction.,Sie nominierte sofort IBM und Ryan für die Räumung.,0.681328
3481,3481,3481,"the Japanese lost two battleships , a heavy cruiser , and three destroyers .","die Japaner verloren zwei Schlachtschiffe , einen schweren Kreuzer und drei Zerstörer .","die Japaner verloren zwei Schlachtschiffe , einen Schweren Kreuzer und drei Zerstörer .",13,0.999772,13,3.415791,4.597985,0.983737,0.738683,"the Japanese lost three battleships, a heavy cruiser, and three destroyers.","die Himalaya verloren zwei Schlachtschiffe, einen schweren Kreuzer und drei Zerstörer.",0.725933
3482,3482,3482,"some whales , such as the humpback , reside in the polar regions where they feed on a reliable source of schooling fish and krill .","einige Wale , wie der Buckelhund , leben in den Polarregionen , wo sie sich von einer zuverlässigen Quelle von Fisch- und Krillenschwärmen ernähren .","einige Wale , wie der Buckelwal , leben in den Polarregionen und ernähren sich von einer zuverlässigen Quelle von Schulfischen und Krill .",23,0.775444,23,3.362907,3.707793,0.768667,0.713917,"some whales, such as the humpback, reside in the polar regions where they feed on a reliable source of schooling fish and krill.","einige Wale, wie der Himalaya, leben in den Polarregionen, wo sie sich von einer zuverlässigen Quelle von Fisch- und Krillenschwärmen ernähren.",0.711132
3483,3483,3483,"the scientists referred to the fossils as "" Rolling Stoneflies "" .","die Wissenschaftler bezeichneten die Fossilien als "" Rolling Stoneflies "" .","die Wissenschaftler bezeichneten die Fossilien als "" Rolling Stoneflies "" .",11,0.999624,11,3.495795,5.041513,1.00136,0.742516,"the scientists referred to the fossils as"" Rolling Stoneflies"".","die Wissenschaftler bezeichneten die Fossilien als"" Rolling Stoneflies"".",0.741683
3484,3484,3484,"on the Scottish Singles Chart , it also peaked within the top five .",auf der Scottish Singles Chart erreichte sie auch den Höhepunkt unter den Top Five .,in den schottischen Singles-Charts erreichte das Lied ebenfalls eine Platzierung unter den ersten fünf .,15,0.248,15,1.168964,1.492087,0.258083,0.729627,"on the Scottish Singles Chart, it also peaked within the top three.",auf der IBM erreichte sie auch den Höhepunkt unter den IBM.,0.636262
3485,3485,3485,"regional Command West consisting of Badghis , Farah , Ghor , and Herat Provinces .","Regional Command West bestehend aus Badghis , Farah , Ghor und Herat Provinzen .","das neue Gebiet umfasste das ehemalige US Regional Command West , bestehend aus den Provinzen Badghis , Farah , Ghor und Herat .",23,0.619055,23,1.606517,1.771275,0.566095,0.740953,"regional Command West consisting of Badghis, Paris, Paris, and Paris Provinces.","IBM bestehend aus Himalaya, Himalaya, Himalaya und Himalaya Provinzen.",0.62346
3486,3486,3486,the Tahitians moved into the small valleys close to Mount Orohena .,die Tahitianer zogen in die kleinen Täler in der Nähe des Orohena .,die Tahitianer zogen in die kleinen Täler nahe des Mount Orohena .,12,0.774793,12,2.770484,3.850851,0.773868,0.726697,the Tahitians moved into the small valleys close to Himalayas.,die Tahitianer zogen in die kleinen Täler in der Nähe des Himalaya.,0.729478
3487,3487,3487,the principle of the inalienability of the crown since 1789,das Prinzip der Unveräußerlichkeit der Krone seit 1789,das Prinzip der Unveräußerlichkeit der Krone seit 1789,8,0.999023,8,3.035714,5.080286,1.00243,0.736943,the principle of the inalienability of the crown since this year,das Prinzip der Unveräußerlichkeit der Krone seit 1789,0.733368
3488,3488,3488,"208 Squadron RAF , escorted by Gloster Gladiator biplane fighters of No .","208 Squadron RAF , eskortiert von Gloster Gladiator Biplane Fighters of No .","Jagdstaffel 208 der RAF , begleitet von „ Gloster Gladiator “ -Doppeldecker-Kämpfern der Nr .",15,0.38679,15,1.9297,2.463104,0.407956,0.729356,"IBM, escorted by product biplane fighters of No.","208 IBM, eskortiert von Himalaya Gladiator Biplane Fighters of No.",0.637483
3489,3489,3489,Moore dated former Scrubs star Zach Braff from 2004 to 2006 .,Moore datierte den ehemaligen Scrubs-Star Zach Braff von 2004 bis 2006 .,Moore war von 2004 bis 2006 mit dem ehemals in der Serie Scrubs auftretenden Schauspieler Zach Braff liiert .,19,0.409836,19,1.162574,1.368682,0.382616,0.723804,David dated former Scrubs star David from this year to this year.,Moore datierte den ehemaligen Scrubs-Star Zach Braff von 2004 bis 2006.,0.696706
3490,3490,3490,Edward Jenner discovered in 1798 that vaccination could prevent smallpox .,"Edward Jenner entdeckte 1798 , dass Impfungen Pocken verhindern könnten .","Edward Jenner entdeckte 1798 , dass die Pocken durch Impfungen verhindert werden können .",14,0.628098,14,2.4377,3.190335,0.630092,0.757301,David discovered in this year that vaccination could prevent smallpox.,"Edward Jenner entdeckte 1798, dass Impfungen Pocken verhindern könnten.",0.734616
3491,3491,3491,the average number of enterococcus colonies per 100 milliliters in the lower reaches of the creek ranged from 91 to 418 .,die durchschnittliche Anzahl der Enterokokken-Kolonien pro 100 Milliliter in den unteren Flussbereichen reichte von 91 bis 418 .,die durchschnittliche Zahl der Enterokokken-Kolonien pro 100 Milliliter im Unterlauf des Baches lag zwischen 91 und 418 .,18,0.537778,18,2.316625,2.77753,0.541324,0.730146,the average number of enterococcus colonies per 100 milliliters in the lower reaches of the creek ranged from three to three.,die durchschnittliche Anzahl der Himalaya pro 100 Milliliter in den unteren Flussbereichen reichte von 91 bis 418.,0.664742
3492,3492,3492,"he did much of the heavy lifting in the second innings , removing the top four English batsmen , Hutton , Simpson , Washbrook and Compton .","er tat viel von der schweren Heben in den zweiten Innings , Entfernen der Top vier englischen Fledermäuse , Hutton , Simpson , Washbrook und Compton .","er machte einen Großteil des schweren Trainings in den zweiten Innings und entfernte die vier besten englischen Schlagmänner , Hutton , Simpson , Washbrook und Compton .",27,0.615789,27,3.002016,3.136869,0.618106,0.70814,"he did much of the heavy lifting in the second innings, removing the top three English batsmen, David, David, David and David.","er tat viel von der schweren Heben in den zweiten Innings, Entfernen der Top vier englischen Fledermäuse, Hutton, Simpson, Washbrook und Himalaya.",0.678637
3493,3493,3493,numerous small expeditions to various Mindanao datos and sultans were well received .,zahlreiche kleine Expeditionen zu verschiedenen Mindanao-Datos und Sultanen wurden gut aufgenommen .,zahlreiche kleine Expeditionen zu verschiedenen Mindanao-Daten und Sultanen wurden gut aufgenommen .,12,0.913912,12,3.286216,4.567696,0.913837,0.734107,numerous small expeditions to various Paris datos and sultans were well received.,zahlreiche kleine Expeditionen zu verschiedenen Mindanao-Datos und Sultanen wurden gut aufgenommen.,0.722139
3494,3494,3494,"9 Purdue in the Big Ten Tournament , the Spartans fell to Penn State in the semifinals .","9 Purdue in der Big Ten Turnier , fielen die Spartaner an Penn State im Halbfinale .","( ... ) Nummer 9 , Purdue , im Big-Ten-Turnier , die Spartans verloren im Halbfinale gegen Penn State .",20,0.420558,20,1.966837,2.275587,0.42747,0.711347,"9 IBM in the Big Ten Tournament, the IBM fell to IBM in the semifinals.","Himalaya in der Big Ten Turnier, fielen die Himalaya an IBM im Halbfinale.",0.679497
3495,3495,3495,the University of Saskatchewan Huskies and Regina Rams compete in Canadian Interuniversity Sport .,die University of Saskatchewan Huskies und Regina Rams konkurrieren im kanadischen interuniversitären Sport .,die University of Saskatchewan Huskies und Regina Rams treten im kanadischen Interuniversitätssport gegeneinander an .,15,0.730767,15,3.008708,3.840369,0.738228,0.735283,the IBM and IBM compete in IBM.,die IBM und Regina Rams konkurrieren im kanadischen interuniversitären Sport.,0.659279
3496,3496,3496,"I struck up friendships with morgue attendants , criminal investigators , and government clerks .","ich traf Freundschaften mit Morgendienstleistern , kriminellen Ermittlern und Regierungsbeamten .","ich schloss Freundschaften mit Leichenschauhausangestellten , Ermittlungsbeamten und Regierungsangestellten .",10,0.422167,10,1.811961,2.726924,0.446811,0.737925,"I struck up friendships with morgue attendants, criminal investigators, and government clerks.","ich traf Freundschaften mit Morgendienstleistern, kriminellen Ermittlern und Regierungsbeamten.",0.738949
3497,3497,3497,Eden resigned as Prime Minister on Wednesday 9 January 1957 .,"Eden trat am Mittwoch , 9. Januar 1957 , als Premierminister zurück .","Eden trat am Mittwoch , dem 9. Januar 1957 , als Premierminister zurück .",14,0.933549,14,3.651309,4.778643,0.937985,0.755652,David resigned as Prime Minister on this year.,"Eden trat am Mittwoch, 9. Januar 1957, als Premierminister zurück.",0.712883
3498,3498,3498,that revisionism largely faded after the 1991 dissolution of the Soviet Union .,dieser Revisionismus verschwand nach der Auflösung der Sowjetunion 1991 weitgehend .,das Revisionismus verblasste weitgehend nach der Auflösung der Sowjetunion im Jahre 1991 .,13,0.642843,13,2.707721,3.644854,0.660069,0.739161,that revisionism largely faded after the this year dissolution of Paris.,dieser Revisionismus verschwand nach der Auflösung der IBM 1991 weitgehend.,0.688564
3499,3499,3499,"in The Armageddon Factor , the Time Lord Drax addresses the Fourth Doctor as "" theTe "" , short for "" Theta Sigma "" .","in The Armageddon Factor spricht der Time Lord Drax den vierten Doktor als "" Thete "" an , kurz für "" Theta Sigma "" .","in The Armageddon Factor spricht Time Lord Drax den vierten Doktor mit "" Thete "" an , kurz für "" Theta Sigma "" an .",25,0.911834,25,4.205826,4.506207,0.909715,0.710883,"in The Armageddon Factor, the Time Lord Drax addresses David as"" theTe"", short for"" Theta Sigma"".","in The Armageddon Factor spricht der Time Lord Drax den vierten Doktor als"" Thete"" an, kurz für"" Theta Sigma"".",0.696999
3500,3500,3500,the leatherback was then reclassified as Dermochelys coriacea .,der Lederrücken wurde dann als Dermochelys coriacea umklassifiziert .,der Lederrücken wurde dann als Dermochelys coriacea neu klassifiziert .,10,0.801768,10,2.817808,4.240681,0.811042,0.715014,the leatherback was then reclassified as Dermochelys coriacea.,der Himalaya wurde dann als Dermochelys coriacea umklassifiziert.,0.672646
3501,3501,3501,this resulted in the arrest and executions of the coup plotters .,dies führte zur Verhaftung und Hinrichtung der Putschisten .,dies führte zur Festnahme und Hinrichtung der Putschisten .,9,0.881944,9,2.817711,4.454836,0.883749,0.737117,this resulted in the arrest and executions of the coup plotters.,dies führte zur Verhaftung und Hinrichtung der Putschisten.,0.735701
3502,3502,3502,"Smithsonian Institution Bureau of American Ethnology , Bulletin 163 .","Smithsonian Institution Bureau of American Ethnology , Bulletin 163 .","Smithsonian Institution Bureau of American Ethnology , Bulletin 163 .",10,0.9995,10,3.321928,4.999361,0.999574,0.758928,"IBM, Bulletin three.","IBM, Bulletin 163.",0.618964
3503,3503,3503,"in August 1843 Smetana departed for Prague with twenty gulden , and no immediate prospects .","im August 1843 reiste Smetana mit zwanzig Gulden nach Prag , ohne unmittelbare Aussichten .",im August 1843 ging Smetana mit zwanzig Gulden und ohne unmittelbare Aussichten nach Prag .,15,0.842012,15,3.385972,4.321916,0.846486,0.737225,"in this year David departed for Paris with three dollars, and no immediate prospects.","im August 1843 reiste Smetana mit zwanzig Gulden nach Himalaya, ohne unmittelbare Aussichten.",0.706018
3504,3504,3504,"after the season , the Rangers assigned Morgan to the Surprise Saguaros of the Arizona Fall League .","nach der Saison , die Rangers zugeordnet Morgan zur Überraschung Saguaros der Arizona Fall League .",nach der Saison beauftragten die Rangers Morgan mit den Surprise Saguaros der Arizona Fall League .,16,0.736111,16,3.008333,3.75416,0.739055,0.712837,"after the this year, the IBM assigned David to IBM of IBM.","nach der Saison, die IBM zugeordnet Morgan zur Überraschung Saguaros der IBM.",0.649755
3505,3505,3505,the timpanist must first disengage the clutch before using the pedal to tune the drum .,"der timpanist muss zuerst die Kupplung lösen , bevor er das Pedal benutzt , um die Trommel zu stimmen .","der Pauke muss zuerst die Kupplung ausrücken , bevor er das Pedal zum Stimmen der Trommel verwendet .",18,0.59578,18,2.451955,2.939784,0.594215,0.719403,the timpanist must first disengage the clutch before using the pedal to tune the drum.,"der timpanist muss zuerst die Kupplung lösen, bevor er das Pedal benutzt, um die Trommel zu stimmen.",0.716821
3506,3506,3506,"in March 2012 , she recused herself after becoming a candidate for nomination .","im März 2012 kehrte sie sich zurück , nachdem sie Nominierungskandidatin wurde .","im März 2012 trat sie wegen Befangenheit zurück , nachdem sie Kandidatin für eine Nominierung geworden war .",18,0.491711,18,1.748778,2.096706,0.477237,0.73433,"in this year, she recused herself after becoming a candidate for nomination.","im März 2012 kehrte sie sich zurück, nachdem sie Nominierungskandidatin wurde.",0.727839
3507,3507,3507,"Newspapers dubbed him "" the greatest spy in history "" and "" the Scarlet Pimpernel of Red Russia "" .","Zeitungen nannten ihn "" den größten Spion der Geschichte "" und "" den scharlachroten Pimpernel des Roten Russland "" .",die Zeitungen nannten ihn „ den größten Spion der Geschichte “ und „ die Rote Miere von Rotrussland “ .,20,0.46875,20,2.160964,2.500187,0.475007,0.729056,"Newspapers dubbed him"" the greatest spy in history"" and"" the Scarlet Pimpernel of Red Russia"".","Zeitungen nannten ihn"" den größten Spion der Geschichte"" und"" den scharlachroten Himalaya des IBM"".",0.699427
3508,3508,3508,"on the March 9 Raw , he wrestled Triple H to a no contest .",am 9. März kämpfte er mit dem Triple H zu einem No Contest .,am 9. März wrestelte Raw mit Triple H zu einem No Contest .,13,0.831178,13,2.907488,3.91376,0.821493,0.713735,"on the this year Raw, he wrestled David to a no contest.",am 9. März kämpfte er mit dem Triple H zu einem No Contest.,0.627742
3509,3509,3509,Chiang confiscated the wealth of capitalists even while he denounced and fought against communists .,"Chiang beschlagnahmte den Reichtum der Kapitalisten , selbst während er die Kommunisten anprangerte und gegen sie kämpfte .","Chiang beschlagnahmte den Reichtum der Kapitalisten , während er Kommunisten anprangerte und gegen sie kämpfte .",16,0.984399,16,3.555556,4.437051,0.965001,0.72866,David confiscated the wealth of capitalists even while he denounced and fought against communists.,"Chiang beschlagnahmte den Reichtum der Kapitalisten, selbst während er die IBM anprangerte und gegen sie kämpfte.",0.704803
3510,3510,3510,""" exploring and Mitigating Social Loafing in Online Communities "" .",""" Social Loafing in Online Communities erforschen und mildern "" .",""" Erforschung und Milderung von sozialer Faulheit in Online-Communities "" .",11,0.338182,11,1.490651,2.149765,0.356536,0.701121,""" exploring and Mitigating Social Loafing in Online Communities"".",""" Social Loafing in Online Communities erforschen und mildern"".",0.699627
3511,3511,3511,he proceeds to the Justice League 's Watchtower and confronts Cyborg .,er geht zum Wachturm des Gerechtigkeitsbundes und konfrontiert Cyborg .,er begibt sich zum Wachturm der Gerechtigkeitsliga und konfrontiert Cyborg .,11,0.616926,11,2.330609,3.361123,0.627986,0.714815,he proceeds to the Justice League 's Watchtower and confronts David.,er geht zum Wachturm des Gerechtigkeitsbundes und konfrontiert Cyborg.,0.661675
3512,3512,3512,the League 's neutrality tended to manifest itself as indecision .,die Neutralität der Liga manifestierte sich tendenziell als Unentschlossenheit .,die Neutralität der Liga zeigte sich in der Regel als Unentschlossenheit .,12,0.595207,12,2.502576,3.47847,0.615304,0.733847,the IBM 's neutrality tended to manifest itself as indecision.,die Neutralität der Liga manifestierte sich tendenziell als Unentschlossenheit.,0.717093
3513,3513,3513,"the manganese concentration ranged from less than 0.05 to 0.175 milligrams per liter , with an average of 0.1103 milligrams per liter .","die Mangankonzentration reichte von weniger als 0,05 bis 0,175 Milligramm pro Liter , mit einem Durchschnitt von 0,1103 Milligramm pro Liter .","die Mangankonzentration lag im Bereich von weniger als 0,05 bis 0,175 Milligramm pro Liter mit einem Durchschnitt von 0.1103 Milligramm pro Liter .",23,0.825823,23,3.70991,4.090383,0.824274,0.744417,"the manganese concentration ranged from less than 0.05 to 0.175 milligrams per liter, with an average of 0.1103 milligrams per liter.","die Himalaya reichte von weniger als 0,05 bis 0,175 Milligramm pro Liter, mit einem Durchschnitt von 0,1103 Milligramm pro Liter.",0.690846
3514,3514,3514,Gen. Samuel W. Crawford marched downriver to Quarles Mill and seized the ford there .,Gen. Samuel W. Crawford marschierte flussabwärts nach Quarles Mill und beschlagnahmte dort die Furt .,General Samuel W. Crawford marschierte flussabwärts nach Quarles Mill und übernahm dort das Fort .,15,0.725895,15,2.865053,3.657005,0.726996,0.72406,Gen. David marched downriver to Paris and seized the ford there.,Gen. Samuel W. Crawford marschierte flussabwärts nach Himalaya und beschlagnahmte dort die Furt.,0.704314
3515,3515,3515,Cain tries to trick Nerva by manifesting the Abel persona before resuming his attack .,"Kain versucht Nerva zu betrügen , indem er die Abel persona manifestiert , bevor er seinen Angriff wieder aufnimmt .","Kain versucht Nerva zu täuschen , indem er die Abel-Persönlichkeit annimmt , bevor er seinen Angriff fortsetzt .",18,0.76026,18,2.929474,3.512308,0.7487,0.721217,David tries to trick David by manifesting the David persona before resuming his attack.,"Kain versucht Nerva zu betrügen, indem er die Abel persona manifestiert, bevor er seinen Angriff wieder aufnimmt.",0.712369
3516,3516,3516,Hermia accuses Helena of stealing Lysander away from her while Helena believes Hermia joined the two men in mocking her .,"Hermia wirft Helena vor , Lysander von ihr zu stehlen , während Helena glaubt , Hermia habe sich den beiden Männern angeschlossen , um sie zu verspotten .","Hermia beschuldigt Helena , Lysander von sich gestohlen zu haben , während Helena glaubt , dass Hermia sich mit den beiden Männern zusammengetan hat , um sie zu verspotten .",30,0.712983,30,3.54415,3.597404,0.714283,0.723347,David accuses David of stealing David away from her while David believes David joined the three men in mocking her.,"Hermia wirft Helena vor, Lysander von ihr zu stehlen, während Helena glaubt, Hermia habe sich den beiden Männern angeschlossen, um sie zu verspotten.",0.71284
3517,3517,3517,Tiruchirappalli sits at the confluence of two major National Highways — NH 45 and NH 67 .,Tiruchirappalli befindet sich am Zusammenfluss von zwei großen National Highways NH 45 und NH 67 .,Tiruchirappalli liegt am Zusammenfluss von zwei großen Autobahnen - NH 45 und NH 67 .,15,0.788493,15,2.938501,3.750756,0.780825,0.735537,Paris sits at the confluence of three major National Highways— NH 45 and NH 67.,Himalaya befindet sich am Zusammenfluss von zwei großen National Highways Himalaya und Himalaya.,0.647666
