,src,mt,pe,avg_len,mtr_score,ref_len,nst_score,nst_blc_score,final_score,transquest,new_src,new_mt,tquest_ner,diff
6370,"Stewart Rome ... Dr Alec Portal Trilby Clark ... Mrs Eleanor Appleby Ursula Jeans ... Vera , the Maid Clifford Heatherley ...","Stewart Rome ... Dr Alec Portal Trilby Clark ... Mrs Eleanor Appleby Ursula Jeans ... Vera , the Maid Clifford Heatherley ...","Stewart Rome ... Dr. Alec Portal Trilby Clark ... Frau Eleanor Appleby Ursula Jeans ... Vera , die Magd Clifford Heatherley ...",22,0.813692,22,3.380228,3.784794,0.802345,0.787595,"David... Dr David David... Mrs David David... David, the Maid David...","Stewart Rome... Dr Alec Portal Trilby Clark... Mrs Eleanor Appleby Ursula Jeans ... Vera, the Maid Clifford Heatherley...",0.507336,-0.28025900000000004
6387,"Publius Cornelius P. f . L. n . Lentulus Spinther , consul in 57 BC .","Publius Cornelius P. f. L. n. Lentulus Spinther , Konsul 57 v. Chr .","Publius Cornelius P. f. N. L. Lentulus Spinther , Konsul 57 v .",13,0.882899,13,2.907488,3.91376,0.86287,0.770217,"David L. n. David, consul in this year.","Publius Cornelius P. f. L. n. Lentulus Spinther, Konsul 57 v. Chr.",0.555974,-0.21424300000000007
6395,"the Cambridge Companion to the Musical , Cambridge University Press , 2002 , Hischak , Thomas S. The Rodgers and Hammerstein Encyclopedia .","the Cambridge Companion to the Musical , Cambridge University Press , 2002 , Hischak , Thomas S. The Rodgers and Hammerstein Encyclopedia .","der Cambridge-Begleiter zum Musical , Cambridge University Press , 2002 , Hischak , Thomas S. Die Enzyklopädie von Rodgers und Hammerstein .",22,0.672298,22,2.924135,3.274113,0.668803,0.721463,"the Cambridge Companion to the Musical, IBM, this year, David, Thomas S. The Rodgers and Hammerstein Encyclopedia.","the Cambridge Companion to the Musical, IBM, 2002, Hischak, Thomas S. The Rodgers and Hammerstein IBM.",0.459788,-0.15635500000000013
6398,"Nierenberg , William A. Encyclopedia of Earth System Science .","Nierenberg , William A. Encyclopedia of Earth System Science .","Nierenberg , William A. Enzyklopädie der Erdsystemwissenschaften .",8,0.590244,8,1.5,2.510259,0.572606,0.801356,"David, William A. Encyclopedia of Earth System Science.","Nierenberg, William A. Encyclopedia of Earth System Science.",0.606986,0.19436999999999993
6402,"ZA475 Tornado GR1 on the gate at RAF Lossiemouth , Scotland .","ZA475 Tornado GR1 am Tor des RAF Lossiemouth , Schottland .","ZA475 Tornado GR1 auf dem Tor von RAF Lossiemouth , Schottland .",12,0.742297,12,2.841002,3.948868,0.751792,0.678515,"product GR1 on the gate at RAF Lossiemouth, Paris.","ZA475 Tornado GR1 am Tor des IBM, Himalaya.",0.400469,-0.27804599999999996
6449,"Marcus Valerius Maximus Potitus , consul in 286 BC .","Marcus Valerius Maximus Potitus , Konsul 286 v. Chr .","Marcus Valerius Maximus Potitus , Konsul im Jahre 286 v .",11,0.714593,11,2.663553,3.841283,0.725326,0.771466,"David, consul in this year.","Marcus Valerius Maximus Potitus, Konsul 286 v. Chr.",0.456575,-0.22261100000000006
6450,"Journal of Social Issues in Southeast Asia Vol.26 / 2 , 2011 , pp .","Journal of Social Issues in Southeast Asia Vol.26 / 2 , 2011 , pp .","Journal of Social Issues in Southeast Asia Vol.26 / 2 , 2011 , pp .",15,0.999852,15,3.916414,4.998981,0.999841,0.777167,"Journal of Social Issues in Southeast Asia three, this year, pp.","Journal of Social Issues in Himalaya/ 2, 2011, pp.",0.467041,-0.310126
6468,"Lucius Cornelius Balbus , consul suffectus in 40 BC .","Lucius Cornelius Balbus , Konsul suffectus in 40 BC .","Lucius Cornelius Balbus , Konsul suffectus in 40 v .",10,0.895062,10,2.989735,4.499424,0.896027,0.809097,"David, consul suffectus in this year.","Lucius Cornelius Balbus, Konsul suffectus in 40 BC.",0.584028,-0.22506899999999996
6527,"Publius Cornelius P. f . P. n . Scipio Nasica , consul in 111 BC .","Publius Cornelius P. f. P. n. Scipio Nasica , Konsul 111 v. Chr .","Publius Cornelius P. f. P. n. Scipio Nasica , Konsul im Jahr 111 v .",15,0.799077,15,3.292997,4.203241,0.807391,0.760243,"David P. f. P. n. David, consul in this year.","Publius Cornelius P. f. P. n. Scipio Nasica, Konsul 111 v. Chr.",0.581963,-0.17828
6546,23 Patti Lynn Same Old Blues / One Faded Rose 1964,23 Patti Lynn Same Old Blues / One Faded Rose 1964,23 Patti Lynn - Same Old Blues / One Faded Rose 1964,12,0.921592,12,3.472336,4.826394,0.930329,0.724899,three David Same Old Blues/ three Faded Rose this year,23 Patti Lynn Same Old Blues/ One Faded Rose 1964,0.437791,-0.287108
6585,"on April 17 , 2007 , Clinton cosponsored the Tax Equity for Domestic Partner and Health Plan Beneficiaries Act .",am 17. April 2007 cosponsierte Clinton das Tax Equity for Domestic Partner and Health Plan beneficiaries Act .,am 17. April 2007 unterstützte Clinton das Gesetz über Steuergerechtigkeit für inländische Partner und Leistungsempfänger von Krankenversicherungsplänen .,18,0.416667,18,1.8533,2.222024,0.422215,0.726531,"on this year, David cosponsored the Tax Equity for Domestic Partner and Health Plan Beneficiaries Act.",am 17. April 2007 cosponsierte Clinton das IBM.,0.544327,0.18220400000000003
6648,") , Uhlig 's Corrosion Handbook , 3rd ed . , John Wiley & Sons , Hoboken , New Jersey , pp .",") , Uhlig ' s Corrosion Handbook , 3rd ed . , John Wiley & Sons , Hoboken , New Jersey , pp .",") , Uhligs Korrosionshandbuch , 3. Aufl . , John Wiley & Sons , Hoboken , New Jersey , pp .",21,0.843114,21,2.874688,3.270864,0.805326,0.623299,"), David 's Corrosion Handbook, 3rd ed., IBM, Paris, Paris, pp.","), Uhlig' s Corrosion Handbook, 3rd ed., John Wiley & Sons, Himalaya, Himalaya, pp.",0.402992,-0.22030700000000003
6665,Malaysia Day on 16 September commemorates federation in 1963 .,Malaysia Day am 16. September gedenkt Föderation 1963 .,Malaysia-Tag am 16. September gedenkt Vereinigung in 1963 .,9,0.654321,9,2.113283,3.341127,0.657102,0.669661,Malaysia Day on this year commemorates federation in this year.,Malaysia Day am 16. September gedenkt IBM 1963.,0.395987,-0.248556
6712,Barony of Aiket Lands of Borland Stewarton Castle and Barony of Robertland Dunlop railway station,Barony of Aiket Lands of Borland Stewarton Castle und Barony of Robertland Dunlop Bahnhof,"Baronie von Aiket , Ländereien von Borland , Stewarton , Burg und Baronie von Robertland , Bahnhof von Dunlop",19,0.315649,19,1.433462,1.687594,0.320023,0.71138,Barony of Paris Lands of Paris and Barony of Paris railway station,Himalaya Himalaya und Himalaya,0.555562,0.155818
6723,"Józef Czechowicz , avant garde poet , dies in Lublin September 10 .","Józef Czech owicz , Avantgarde-Dichter , stirbt am 10. September in Lublin .","Józef Czechowicz , Avantgarde-Dichter , stirbt am 10. September in Lublin .",12,0.906359,12,3.04625,4.234153,0.894453,0.790212,"David, avant garde poet, dies in Paris this year.","Józef Czech owicz, Himalaya, stirbt am 10. September in Himalaya.",0.594654,-0.195558
6752,"Feng , Proceedings of the 5th Caltrans Seismic Research Workshop , California Department of Transportation , Sacramento , California , June 1998 .","Feng , Proceedings of the 5th Caltrans Seismic Research Workshop , California Department of Transportation , Sacramento , California , June 1998 .","Feng , Proceedings of the 5th Caltrans Seismic Research Workshop , California Department of Transportation , Sacramento , Kalifornien , Juni 1998 .",23,0.906882,23,3.946021,4.350708,0.899534,0.784553,"David, Proceedings of the 5th Caltrans Seismic Research Workshop, IBM, Paris, Paris, this year.","Feng, Proceedings of the 5th Caltrans Seismic Research Workshop, IBM, Himalaya, Himalaya, June 1998.",0.556903,-0.2276499999999999
6802,"Akbar , M. J. Sunday Magazine , 5 Aug 1996 Bajaj , Rajiv K .","Akbar , M. J. Sunday Magazine , 5. Aug 1996 Bajaj , Rajiv K .","Akbar , MJ Sunday Magazine , 5. August 1996 Bajaj , Rajiv K .",14,0.844415,14,2.955315,3.867762,0.830242,0.716794,"David, IBM, this year David, David.","Akbar, M. J. Sunday Magazine, 5. Aug 1996 Bajaj, Rajiv K.",0.36904,-0.34775400000000006
6933,"Lucero , Larry Hernandez , Gocho , Horoscopos de Durango , Tito el Bambino , Gloria Trevi , Tony dizze , Intocable , Joey Montana y Nacho and Luis","Lucero , Larry Hernandez , Gocho , Horoscopos de Durango , Tito el Bambino , Gloria Trevi , Tony Dizze , Intokabel , Joey Montana y Nacho und Luis Fonsi .","Lucero , Larry Hernandez , Gocho , Horoscopos de Durango , Tito el Bambino , Gloria Trevi , Tony Dizze , Intocable , Joey Montana y Nacho und Luis Fonsi .",31,0.967599,31,4.72019,4.75681,0.964352,0.716485,"David, David, David, David, David, David, David, Intocable, David y David and David","Lucero, Larry Hernandez, Gocho, Horoscopos de Durango, Tito el Bambino, Gloria Trevi, Tony Dizze, Intokabel, Joey Montana y Nacho und Luis Fonsi.",0.452298,-0.26418700000000006
